MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
3,3,2,3,4,7,6,1,7,7,3,3,6,9,6,3,8,2,4,7,0.47
2,4,6,5,4,4,7,6,8,5,5,2,10,6,4,4,6,9,9,2,0.54
10,5,8,9,5,10,1,3,5,1,7,4,4,10,7,8,3,7,4,3,0.57
5,3,2,4,4,3,4,4,4,9,2,6,8,11,7,4,6,5,3,3,0.485
4,6,2,2,5,2,8,2,3,5,6,2,5,5,8,2,2,5,10,2,0.43
4,9,4,9,5,5,4,4,9,3,3,5,4,5,3,6,7,8,5,4,0.53
8,3,1,9,3,2,5,5,6,5,3,6,3,4,1,2,3,8,2,7,0.43
6,6,2,6,4,6,1,7,8,5,6,5,12,5,4,8,1,8,5,4,0.545
4,8,4,6,3,1,4,9,1,2,7,7,5,4,12,1,6,6,1,6,0.485
9,7,4,4,0,6,5,0,7,3,7,4,4,3,3,3,5,5,5,5,0.445
5,7,6,8,5,8,4,4,7,8,7,3,6,4,2,2,5,5,2,2,0.5
6,3,3,8,6,3,2,11,5,4,7,6,8,8,7,6,5,3,4,3,0.54
2,4,3,5,4,9,5,6,9,0,6,4,3,5,5,2,2,11,7,3,0.475
7,6,6,3,7,4,4,4,2,3,4,9,6,7,3,5,8,3,4,7,0.51
5,7,4,4,6,5,4,2,2,5,6,4,3,4,5,5,6,6,2,12,0.485
4,3,4,5,3,5,4,1,5,9,5,4,4,5,9,4,4,4,2,4,0.44
8,8,3,7,4,7,6,10,5,1,8,4,6,5,4,7,5,6,8,5,0.585
7,5,8,4,4,8,6,7,6,6,7,4,3,6,7,6,4,5,8,4,0.575
3,6,7,10,5,1,1,5,8,5,6,3,1,5,4,4,4,10,9,10,0.535
6,4,3,5,7,5,6,5,1,3,3,3,4,5,1,4,2,2,2,9,0.4
6,8,2,3,5,9,4,3,5,1,3,1,6,0,4,2,5,4,8,6,0.425
4,1,8,7,8,5,9,9,2,4,5,8,6,3,4,5,7,3,5,5,0.54
7,5,4,3,10,5,4,4,3,7,6,4,3,7,3,5,4,3,3,6,0.48
6,2,8,7,10,5,3,6,4,3,8,4,8,8,9,3,3,2,5,3,0.535
5,3,3,3,4,5,7,4,2,6,5,4,6,4,4,2,4,5,8,7,0.455
5,1,2,3,7,4,6,3,4,6,5,7,3,7,3,10,6,2,5,2,0.455
7,7,3,2,5,5,6,5,3,6,4,2,2,2,8,6,4,8,9,2,0.48
5,5,5,8,8,2,4,9,3,5,5,2,2,4,4,7,4,7,1,5,0.475
5,5,3,2,5,3,4,8,3,8,4,3,5,3,3,2,3,7,5,5,0.43
7,2,5,4,6,10,8,5,3,5,2,1,7,3,3,7,5,2,6,5,0.48
4,5,3,1,1,5,3,6,9,9,1,7,4,1,4,10,3,3,1,2,0.41
9,3,11,3,6,9,3,5,5,7,10,4,8,4,6,5,7,5,6,4,0.6
7,6,7,7,5,1,3,2,4,7,4,4,4,3,5,5,5,2,4,2,0.435
5,7,5,8,3,4,3,4,7,9,1,2,3,2,4,5,5,1,5,5,0.44
5,9,2,5,4,6,9,5,3,3,3,5,5,3,5,7,5,13,3,5,0.525
7,8,7,2,7,4,5,7,5,2,6,3,4,4,1,7,9,10,4,9,0.555
6,8,3,6,1,3,5,1,6,6,8,5,3,4,5,5,2,3,7,3,0.45
6,4,7,6,8,7,5,2,7,5,2,4,6,6,0,4,6,6,5,6,0.51
2,7,8,3,3,6,7,6,2,5,4,5,5,12,3,2,4,5,5,3,0.485
5,4,3,4,6,5,4,6,5,7,3,3,6,5,5,4,9,2,8,4,0.49
2,4,2,5,4,5,5,6,6,5,2,8,7,6,6,4,12,5,4,3,0.505
11,7,2,5,8,3,2,1,5,5,11,2,4,4,7,6,12,5,3,7,0.55
5,4,5,3,3,4,3,4,6,2,9,4,4,2,2,5,4,6,3,8,0.43
7,2,8,0,5,6,3,7,3,5,11,5,4,6,4,3,4,9,5,5,0.51
4,6,8,7,7,10,1,8,3,3,4,4,1,4,8,6,3,8,5,3,0.515
3,3,4,5,4,10,3,6,9,4,4,6,7,10,5,9,5,4,2,7,0.55
6,7,6,3,4,7,9,6,6,7,7,2,6,5,5,10,9,4,4,1,0.57
1,3,6,4,7,3,2,8,3,7,8,5,5,1,4,4,4,10,4,4,0.465
5,3,3,4,7,7,9,2,3,3,6,5,4,1,3,3,1,3,8,2,0.41
3,5,5,3,2,8,8,8,4,4,6,0,2,3,12,6,8,5,4,4,0.5
5,5,5,3,1,3,5,4,3,10,1,4,8,2,6,8,0,5,5,2,0.425
3,9,8,7,11,7,2,4,8,6,6,5,5,4,6,7,2,4,3,4,0.555
3,6,6,7,7,4,4,6,5,4,1,2,5,3,3,4,8,3,2,6,0.445
0,9,2,7,7,6,8,5,6,7,7,6,6,6,5,8,8,9,4,6,0.61
6,5,1,6,3,6,5,6,4,6,7,4,3,4,2,5,5,3,4,9,0.47
5,7,7,2,5,5,5,6,6,4,4,4,8,3,3,5,7,6,3,4,0.495
6,8,2,7,4,8,8,3,6,5,6,5,6,8,5,8,8,3,3,6,0.575
5,2,7,6,4,6,6,4,3,6,3,4,3,7,6,6,3,3,3,8,0.475
0,5,6,3,3,5,8,6,3,5,5,5,4,4,8,7,2,7,3,3,0.46
4,7,6,7,9,3,7,4,0,10,6,2,4,3,5,4,6,6,9,4,0.53
5,6,7,5,7,3,3,5,6,4,3,5,6,2,7,5,5,5,3,6,0.49
9,4,8,8,9,4,4,5,4,4,7,7,3,9,6,5,3,11,5,6,0.605
7,6,5,5,1,2,0,5,4,3,4,4,6,3,6,4,8,4,8,9,0.47
3,4,5,8,4,4,4,1,3,5,5,4,7,5,5,2,5,3,3,3,0.415
5,2,5,4,3,5,3,4,5,5,6,4,6,7,5,3,4,4,3,1,0.42
4,6,3,5,6,3,6,5,6,7,5,4,10,6,9,7,6,2,5,5,0.55
1,11,3,5,3,2,4,7,5,4,4,5,3,5,2,11,6,3,9,9,0.51
6,4,8,10,5,10,11,1,3,1,1,2,11,6,5,4,5,2,2,5,0.51
2,6,0,6,4,6,3,4,5,4,5,7,3,9,2,8,7,5,5,3,0.47
2,1,6,6,2,3,3,5,4,3,11,5,5,8,3,6,6,5,10,5,0.495
5,6,6,8,4,3,5,0,5,3,3,2,3,4,9,5,6,10,6,5,0.49
1,1,3,7,8,1,5,1,7,6,9,2,4,2,6,5,7,8,7,3,0.465
5,5,5,5,4,2,5,7,3,2,2,4,8,5,4,5,1,3,8,7,0.45
6,6,5,4,8,6,5,5,5,4,5,4,6,3,3,6,2,4,3,6,0.48
8,3,5,6,8,3,4,4,5,1,9,2,6,7,9,5,4,6,4,3,0.51
3,4,8,6,5,6,0,9,5,6,5,5,5,4,6,6,6,5,7,5,0.53
4,8,5,5,1,3,3,5,4,5,1,3,1,4,1,4,3,7,2,7,0.38
4,3,3,9,6,5,9,4,5,9,3,7,8,4,4,1,8,5,1,5,0.515
5,2,5,5,8,8,8,5,2,6,3,4,5,4,7,3,6,4,0,2,0.46
7,8,6,2,2,5,6,6,5,3,4,6,7,5,8,6,5,4,2,3,0.5
4,6,2,4,6,2,9,4,2,8,6,3,4,6,7,7,4,4,7,5,0.5
4,7,5,9,11,2,3,7,2,3,3,5,4,3,5,5,7,10,9,7,0.555
8,2,10,9,4,6,6,3,7,8,0,2,7,8,4,5,8,5,6,9,0.585
4,7,3,3,4,9,3,7,6,7,5,4,5,3,3,6,4,1,6,2,0.46
3,2,4,6,3,4,2,5,4,7,9,4,2,6,1,4,3,9,2,8,0.44
8,5,2,4,10,7,7,6,3,3,5,6,3,4,2,7,6,6,5,6,0.525
1,5,5,6,7,6,7,6,2,3,8,8,4,6,5,4,8,2,5,3,0.505
5,8,2,5,6,6,3,3,5,7,2,8,1,7,6,5,3,8,3,3,0.48
5,6,7,5,3,6,3,5,5,5,1,5,5,6,11,8,5,3,5,5,0.52
5,4,1,2,2,4,5,2,6,3,5,4,4,4,4,7,7,5,5,6,0.425
7,3,2,3,6,5,3,2,3,6,10,4,5,6,10,6,6,9,1,5,0.51
3,2,6,7,5,7,4,6,3,4,7,5,5,5,4,6,5,8,5,6,0.515
2,5,7,3,11,8,4,5,7,7,4,2,10,3,2,3,4,7,9,7,0.55
4,4,9,1,3,4,6,9,4,0,7,5,8,3,1,3,5,6,10,4,0.48
8,2,7,5,2,3,5,6,7,5,3,7,6,9,5,2,3,4,8,2,0.495
7,7,7,0,3,3,3,4,3,5,5,3,8,3,7,1,7,2,2,7,0.435
6,5,5,6,9,6,6,4,4,5,1,8,7,7,3,4,9,4,8,5,0.56
6,3,3,8,5,2,5,3,4,7,5,7,3,3,2,6,3,7,7,2,0.455
6,8,5,6,5,5,6,3,3,8,8,5,5,6,6,6,2,7,7,7,0.57
5,4,7,7,4,5,7,5,4,5,5,6,7,3,7,7,2,1,5,5,0.505
4,5,8,5,7,4,2,2,7,8,5,4,7,4,4,5,8,2,9,3,0.515
5,6,7,6,5,7,3,8,4,7,6,5,8,8,5,3,8,6,3,8,0.59
7,8,5,6,6,1,5,5,7,8,8,4,4,2,8,11,8,2,4,7,0.58
5,2,4,5,6,4,5,4,5,3,10,2,5,7,11,2,2,4,5,4,0.475
2,2,5,7,6,6,6,5,4,4,4,2,3,3,7,1,3,10,5,6,0.455
4,6,6,3,7,4,5,8,6,2,7,3,8,8,5,4,3,3,4,8,0.52
2,5,7,2,6,6,2,7,4,5,5,6,5,6,5,1,4,5,6,6,0.475
4,2,9,6,5,6,8,3,5,7,2,4,3,7,4,5,6,2,8,0,0.48
2,5,6,3,3,1,3,5,6,5,4,5,8,7,4,5,9,2,5,5,0.465
4,6,9,4,9,7,8,3,6,5,10,8,5,4,6,6,7,7,4,5,0.615
8,3,4,5,7,6,6,8,2,10,2,4,6,4,9,7,6,6,4,8,0.575
1,6,3,8,4,8,3,5,5,7,4,3,4,7,2,5,9,6,6,5,0.505
7,2,2,2,5,6,6,3,6,6,5,7,3,10,4,7,6,8,3,8,0.53
3,9,5,9,4,2,6,0,6,5,5,5,7,3,4,2,3,3,7,3,0.455
4,9,3,7,2,8,4,8,2,6,6,5,7,5,7,6,4,7,8,4,0.56
6,7,4,5,4,1,4,3,2,4,9,4,3,5,4,2,7,2,7,3,0.43
6,5,4,3,4,4,4,6,4,5,2,4,6,8,7,5,2,6,5,11,0.505
6,4,9,2,5,3,3,4,4,5,2,9,8,8,6,2,4,7,4,9,0.52
4,4,4,5,5,6,4,4,3,5,7,7,6,3,9,6,2,4,2,5,0.475
5,5,3,1,11,9,2,4,10,5,5,5,4,6,5,6,9,7,3,3,0.54
7,5,4,4,5,3,11,5,7,6,2,6,5,4,8,12,3,5,7,4,0.565
4,7,3,5,4,4,6,2,6,4,7,7,6,5,4,5,4,5,8,3,0.495
3,9,4,3,5,5,7,7,7,5,8,6,2,8,5,4,5,3,4,9,0.545
6,3,4,6,5,2,5,4,2,2,2,6,3,6,3,4,7,4,8,5,0.435
8,9,4,7,4,8,5,2,3,9,4,3,2,3,3,10,6,2,3,8,0.515
6,9,4,5,1,3,6,5,4,3,7,6,3,4,4,4,9,10,5,1,0.495
7,5,6,3,7,3,4,4,1,4,6,5,5,2,4,4,8,2,4,3,0.435
4,0,3,3,2,4,1,2,4,5,4,6,4,6,6,5,7,4,3,4,0.385
4,6,5,4,5,6,2,9,5,4,2,3,5,3,6,4,7,4,7,3,0.47
7,6,4,8,6,4,6,5,4,5,7,6,7,8,6,8,3,9,10,5,0.62
5,4,1,9,3,6,2,7,7,3,5,6,6,9,3,5,6,1,6,8,0.51
4,4,5,5,5,5,5,4,3,4,4,3,4,3,2,8,5,3,5,9,0.45
6,12,4,5,7,4,2,6,8,6,4,7,2,4,5,4,5,0,8,4,0.515
7,10,5,8,7,4,5,2,3,5,5,2,6,3,1,8,11,5,6,6,0.545
3,3,4,6,6,2,5,3,2,5,7,5,9,7,4,3,6,6,3,4,0.465
3,4,9,5,8,7,2,8,5,4,5,7,7,7,2,2,5,8,3,4,0.525
4,3,4,6,8,6,6,7,4,7,6,2,4,5,5,4,3,2,5,6,0.485
4,9,5,5,5,5,5,5,8,7,8,6,6,3,3,3,6,4,6,1,0.52
5,5,5,9,1,2,5,6,4,9,9,6,10,6,4,2,5,5,6,3,0.535
2,4,4,6,9,5,3,6,9,7,7,3,11,7,2,5,6,2,4,4,0.53
3,3,4,4,6,4,5,3,2,2,5,3,5,3,8,5,9,3,9,4,0.45
9,3,3,10,5,4,7,7,4,3,4,7,5,4,4,2,3,8,7,4,0.515
4,8,5,7,9,4,4,4,6,5,5,4,5,5,2,4,8,3,3,2,0.485
7,7,7,7,5,7,6,7,4,3,8,5,3,5,5,4,4,3,8,6,0.555
0,3,5,3,1,4,6,8,4,3,7,5,7,7,2,4,7,12,12,6,0.53
7,5,3,5,6,4,11,5,3,7,5,1,4,5,3,2,4,8,5,1,0.47
3,2,4,5,3,7,3,6,4,3,5,7,4,6,7,6,5,7,3,3,0.465
6,5,7,5,6,3,5,3,4,5,6,7,3,4,2,2,5,9,5,3,0.475
5,4,5,2,4,7,6,4,6,4,7,5,6,6,5,9,2,0,3,5,0.475
9,2,4,4,1,10,5,3,4,3,2,8,7,5,5,3,6,3,6,7,0.485
6,3,5,3,4,6,6,7,2,3,1,4,6,5,5,7,3,6,5,8,0.475
4,4,6,4,0,3,3,4,3,8,4,6,2,9,1,4,5,4,4,3,0.405
4,5,4,7,4,2,4,4,8,8,7,5,7,5,5,2,3,7,4,7,0.51
4,2,11,2,4,3,6,3,6,6,8,6,6,9,4,2,4,2,5,2,0.475
5,4,4,2,6,6,6,3,3,6,7,5,7,2,7,6,1,8,7,3,0.49
6,5,6,8,7,2,2,5,2,7,9,1,6,6,3,4,4,7,3,6,0.495
5,2,9,4,4,5,3,7,0,8,1,6,8,4,6,11,3,4,4,4,0.49
3,3,6,2,8,2,2,3,9,2,5,4,1,1,6,3,7,9,6,7,0.445
11,6,4,12,7,8,4,1,4,3,6,5,5,7,1,3,8,5,4,4,0.54
5,3,2,4,5,4,1,4,7,4,6,3,3,5,3,5,6,6,6,4,0.43
4,2,4,3,3,8,2,3,9,4,5,3,3,3,2,3,2,5,7,5,0.4
6,5,4,6,5,4,7,4,4,9,5,5,8,3,4,8,4,3,2,8,0.52
6,2,3,4,3,1,4,5,2,9,10,2,8,8,3,2,3,5,4,6,0.45
4,3,6,5,4,2,8,5,4,5,4,9,5,3,13,6,3,9,6,8,0.56
8,5,11,6,5,5,4,8,3,3,4,6,5,4,6,9,4,2,5,7,0.55
9,6,5,5,5,2,4,3,5,5,4,7,6,4,7,6,2,7,2,3,0.485
7,6,5,3,5,6,7,3,10,4,3,7,4,5,5,6,4,7,4,7,0.54
4,6,6,6,7,3,9,2,9,7,8,1,3,6,6,3,6,2,7,6,0.535
4,4,4,4,2,1,2,4,3,5,6,2,5,3,6,4,5,5,4,6,0.395
6,11,4,8,2,2,3,3,4,2,3,8,5,3,4,6,7,2,1,3,0.435
5,7,8,6,4,6,2,3,5,11,5,4,5,4,3,5,4,5,10,6,0.54
6,2,6,5,5,4,3,5,6,3,3,5,3,1,3,9,6,5,3,6,0.445
9,5,6,4,5,5,4,6,6,4,5,3,2,3,4,4,2,8,2,2,0.445
12,5,6,5,6,4,3,7,5,9,6,3,8,5,5,5,2,6,3,2,0.535
4,6,7,2,6,5,8,10,4,3,4,7,4,5,5,6,3,7,2,6,0.52
6,4,3,6,2,5,4,4,4,5,5,6,10,7,2,9,3,3,6,5,0.495
9,8,5,4,5,7,7,3,4,6,5,4,9,8,5,6,6,7,5,8,0.605
10,4,5,3,8,5,8,4,4,3,4,10,1,4,5,6,9,6,6,5,0.55
8,5,11,4,7,6,6,6,6,8,1,8,7,4,3,6,3,6,4,9,0.59
12,2,6,5,5,4,3,5,2,5,3,6,4,4,6,5,8,4,2,3,0.47
5,3,5,6,6,2,4,5,3,8,10,5,5,2,11,7,3,9,2,6,0.535
5,3,6,1,4,3,6,2,2,9,1,2,5,4,6,7,3,3,3,8,0.415
3,5,7,1,4,2,1,4,7,7,4,2,6,4,5,9,4,7,5,5,0.46
3,6,7,8,2,2,6,7,2,10,3,5,9,4,2,4,5,8,7,4,0.52
11,5,6,6,6,5,6,3,8,2,4,10,11,6,7,7,6,5,4,8,0.63
5,3,5,3,6,3,3,8,3,7,2,2,10,7,0,4,5,1,4,1,0.41
9,9,7,5,3,7,3,3,6,7,4,9,2,9,2,4,5,5,8,5,0.56
3,7,7,6,5,3,7,10,8,9,8,6,3,7,6,4,9,5,7,10,0.65
1,4,6,3,8,3,5,10,5,7,4,5,6,6,6,5,6,5,8,6,0.545
3,3,7,4,4,4,2,5,7,5,7,7,4,5,5,4,8,2,4,4,0.47
4,7,5,7,6,3,2,4,8,6,9,1,4,5,5,2,3,7,7,3,0.49
8,8,6,3,8,3,3,3,2,5,4,3,6,12,8,4,9,13,6,5,0.595
3,6,7,5,8,5,6,7,2,6,5,10,3,4,5,3,2,3,2,4,0.48
9,7,8,7,1,5,5,5,1,9,4,4,5,4,6,4,5,3,4,7,0.515
6,1,4,5,5,5,8,8,5,3,7,0,5,4,5,8,1,6,7,6,0.495
0,6,5,2,4,5,6,9,5,3,7,4,3,3,7,5,5,8,6,2,0.475
5,5,5,4,5,9,5,3,8,2,2,6,9,6,5,5,6,3,5,4,0.51
5,1,10,4,3,4,2,4,5,6,4,5,7,6,8,5,5,5,3,5,0.485
6,3,6,2,3,4,3,6,1,6,8,3,7,3,5,4,7,4,7,10,0.49
5,4,6,5,6,6,2,5,5,5,6,5,9,8,6,3,5,7,2,1,0.505
2,3,5,6,7,5,9,9,6,6,4,7,9,5,7,2,4,1,5,3,0.525
6,4,6,6,3,5,5,5,3,6,6,1,7,5,5,5,5,4,11,4,0.51
3,3,2,5,4,7,3,2,4,5,5,6,6,6,9,6,4,2,3,4,0.445
6,9,7,5,8,6,7,2,3,3,7,5,4,3,3,5,3,3,6,7,0.51
5,8,7,3,3,3,2,3,4,6,4,4,9,1,1,4,4,6,5,8,0.45
4,3,3,4,4,2,6,1,4,4,2,6,6,7,3,6,3,6,3,5,0.41
2,6,2,5,5,6,7,11,9,6,4,6,5,4,3,1,4,8,1,1,0.48
5,5,5,9,7,6,8,4,3,6,4,8,3,3,1,7,9,2,6,11,0.56
8,6,7,3,6,4,8,5,7,9,4,7,5,0,2,9,8,4,7,5,0.57
4,5,6,6,1,3,6,8,5,5,4,7,7,6,2,4,5,3,6,6,0.495
5,7,3,6,5,9,8,5,10,4,5,5,6,7,4,6,5,3,3,4,0.55
4,2,7,4,3,7,3,4,6,4,11,7,3,9,4,6,9,8,9,3,0.565
5,1,7,4,3,3,5,7,7,4,5,7,4,3,4,4,7,3,6,8,0.485
10,4,6,7,4,7,4,5,2,8,4,4,6,8,3,4,6,7,10,3,0.56
10,4,2,3,5,8,3,6,1,7,5,11,6,3,7,9,5,4,6,3,0.54
1,8,5,5,3,7,6,6,7,6,5,6,3,4,4,7,4,4,3,4,0.49
0,1,4,13,7,7,6,6,3,3,8,5,8,5,3,7,8,9,3,5,0.555
3,3,5,6,8,5,1,9,5,4,3,5,6,5,5,4,6,7,6,6,0.51
4,2,4,11,1,3,5,6,5,5,6,4,3,3,2,3,3,7,5,4,0.43
3,5,5,6,6,9,5,6,3,6,1,5,9,1,8,5,4,5,7,2,0.505
2,3,5,5,4,4,3,7,4,7,4,4,5,7,3,6,4,6,10,5,0.49
3,2,6,9,7,4,4,8,1,6,4,3,6,3,9,11,5,4,3,2,0.5
4,4,6,3,6,3,11,8,4,5,10,5,6,7,2,6,6,4,7,2,0.545
5,5,4,7,7,1,7,6,6,2,3,8,3,2,2,7,2,3,4,5,0.445
3,8,3,4,6,4,3,7,5,6,4,6,3,5,4,5,5,6,5,3,0.475
5,7,5,2,5,8,6,3,10,6,3,2,4,6,3,6,9,4,6,7,0.535
8,3,1,4,5,6,8,5,5,6,4,3,4,3,6,2,5,6,3,7,0.47
10,5,5,7,9,6,3,4,2,4,7,2,4,8,5,3,7,8,3,7,0.545
4,6,5,4,4,3,9,3,5,3,6,6,4,4,1,5,8,8,4,8,0.5
5,8,5,1,3,7,2,4,7,6,3,6,4,4,6,7,6,4,5,7,0.5
5,3,6,7,5,1,6,3,8,1,4,8,5,9,3,6,5,6,4,6,0.505
3,4,4,4,4,1,3,6,5,9,4,4,5,5,7,3,4,3,6,5,0.445
5,4,7,7,4,5,6,2,5,3,8,3,4,5,8,2,7,6,9,6,0.53
2,6,8,8,2,4,6,4,6,8,8,2,7,5,5,2,5,4,6,6,0.52
2,1,3,5,6,1,7,8,7,4,3,6,4,6,3,5,8,3,2,5,0.445
0,5,5,4,2,4,2,9,5,4,6,11,5,3,8,6,1,5,4,4,0.465
7,3,8,5,8,7,9,1,6,7,5,1,3,7,4,4,3,3,6,8,0.525
6,9,8,4,5,2,4,5,7,2,9,6,2,3,2,8,2,4,5,4,0.485
1,4,6,1,4,2,4,6,4,7,3,5,7,1,5,4,8,3,8,3,0.43
4,2,6,3,8,7,6,4,4,6,6,8,8,3,2,6,4,1,5,5,0.49
7,8,7,2,2,6,4,1,1,9,8,4,5,6,3,3,6,2,4,6,0.47
5,4,5,6,7,7,6,5,3,7,8,5,9,5,7,5,1,4,3,8,0.55
3,8,5,8,3,2,4,3,10,0,5,4,7,1,5,5,4,7,3,3,0.45
7,6,7,7,7,6,6,4,7,3,5,6,7,4,8,4,5,9,5,3,0.58
7,8,6,1,7,3,3,4,7,6,5,6,11,4,9,3,5,4,7,6,0.56
9,6,4,1,6,3,5,3,4,2,6,2,5,7,4,4,6,4,6,5,0.46
7,4,2,7,5,5,2,11,4,3,6,3,3,5,5,2,4,5,5,3,0.455
6,5,5,7,9,2,6,4,2,10,6,2,4,4,4,6,6,3,8,5,0.52
2,7,3,1,6,7,6,5,4,1,7,5,6,9,3,4,4,4,4,6,0.47
8,5,6,3,3,8,5,5,4,4,6,6,4,11,6,3,3,9,2,4,0.525
2,3,3,2,8,8,7,4,12,5,5,2,5,4,6,3,10,4,5,6,0.52
3,5,9,7,1,8,12,2,6,5,4,6,3,6,8,6,8,4,3,5,0.555
4,3,5,8,5,6,6,4,6,6,4,6,8,2,10,5,6,2,6,5,0.535
5,5,7,2,2,5,4,8,5,5,4,1,4,4,5,3,5,3,6,8,0.455
5,4,3,4,4,3,2,2,4,3,7,5,5,6,3,6,6,8,6,6,0.46
8,9,6,6,5,5,4,3,8,3,4,5,4,8,2,5,4,7,4,6,0.53
5,2,10,8,2,7,4,5,3,4,4,8,8,5,3,3,4,4,5,5,0.495
5,9,7,2,5,4,6,4,7,8,5,7,4,4,5,6,3,6,4,3,0.52
6,1,4,9,6,7,5,4,5,4,8,9,6,5,5,6,3,5,5,4,0.535
5,8,3,4,4,7,0,5,2,6,4,2,5,5,6,6,3,5,5,6,0.455
4,7,9,2,10,7,5,6,3,8,5,3,3,5,4,9,3,4,4,3,0.52
6,6,3,6,12,7,5,2,6,7,5,5,6,2,4,4,3,6,6,7,0.54
7,6,8,2,3,6,6,10,7,6,1,9,3,1,1,5,1,6,3,6,0.485
3,4,3,3,4,8,9,4,4,4,8,7,1,6,4,5,7,7,4,3,0.49
2,5,5,9,6,5,5,4,2,6,6,4,2,6,8,1,8,5,4,3,0.48
6,4,4,5,6,2,6,7,6,5,6,3,5,3,6,9,7,6,2,3,0.505
9,6,5,4,7,3,7,5,5,5,8,2,6,5,3,4,5,3,5,4,0.505
3,8,7,4,6,2,4,5,9,5,6,4,7,5,4,7,3,3,6,5,0.515
5,8,6,4,7,3,1,6,5,5,6,4,7,6,3,7,6,3,10,4,0.53
4,8,1,4,5,5,5,9,6,7,4,3,4,5,5,5,2,6,3,4,0.475
7,9,12,6,4,7,6,7,4,2,3,3,5,6,7,5,4,3,5,5,0.55
1,5,5,7,6,6,3,5,4,5,3,8,4,4,5,7,6,10,2,10,0.53
3,6,6,3,7,4,3,4,7,9,7,6,5,6,1,6,5,11,2,7,0.54
2,5,3,2,5,7,6,7,2,5,11,7,1,12,6,2,2,5,5,3,0.49
4,4,7,3,1,3,4,6,5,1,9,10,6,5,6,5,3,4,1,5,0.46
3,4,9,3,4,7,7,4,4,8,6,9,4,4,8,2,6,3,8,6,0.545
8,4,4,5,5,2,7,1,3,7,3,8,5,2,3,7,7,8,6,4,0.495
6,1,6,5,6,3,3,5,7,9,1,4,4,2,3,6,5,7,8,3,0.47
5,9,8,3,2,7,7,7,5,6,8,5,6,4,10,5,5,4,2,3,0.555
4,2,8,4,4,8,2,2,5,3,7,3,4,5,5,9,3,5,4,4,0.455
4,6,6,3,4,2,10,7,6,5,2,3,11,6,3,2,2,9,10,4,0.525
5,7,9,1,7,3,3,3,4,4,4,4,3,4,5,4,13,2,5,8,0.49
6,4,6,7,4,7,11,5,7,8,6,5,4,7,4,8,3,5,2,3,0.56
2,4,5,6,6,2,7,5,3,4,6,3,4,5,3,3,4,6,7,3,0.44
6,5,4,6,4,3,3,3,5,5,7,5,2,3,5,2,6,6,7,3,0.45
4,5,5,8,5,7,10,4,4,5,4,2,3,6,3,4,7,2,3,5,0.48
7,8,8,6,4,11,5,7,2,5,5,10,4,5,3,6,6,10,1,2,0.575
6,7,2,8,7,4,6,3,3,4,3,4,3,4,7,5,6,5,4,5,0.48
7,3,4,8,7,7,5,4,7,7,6,3,7,4,9,6,5,4,3,3,0.545
4,11,10,2,3,9,3,1,6,4,2,8,5,6,8,4,6,6,11,6,0.575
12,1,6,7,2,9,8,3,8,9,1,3,5,7,2,6,7,5,3,5,0.545
5,5,6,5,5,4,5,5,6,3,2,7,6,7,5,3,6,3,3,5,0.48
7,7,3,3,4,3,2,3,5,1,8,5,5,4,6,4,3,6,3,6,0.44
7,4,6,9,6,6,3,7,5,5,5,2,6,7,3,3,1,7,10,3,0.525
7,2,6,5,4,7,7,6,4,5,6,4,5,7,3,7,3,5,5,2,0.5
6,5,3,4,6,5,11,5,6,6,6,4,5,4,1,4,5,3,6,4,0.495
5,3,3,6,4,6,7,7,4,10,3,6,4,6,7,7,2,5,7,2,0.52
6,3,3,7,6,7,5,11,6,7,8,8,4,8,5,4,6,1,4,5,0.57
8,6,6,3,5,10,3,5,3,8,5,4,5,6,1,5,6,2,4,3,0.49
4,9,5,9,4,2,1,4,7,6,5,8,3,4,7,3,2,6,3,5,0.485
4,5,8,6,7,5,5,5,9,4,7,2,5,5,9,4,4,7,5,3,0.545
3,9,6,6,7,4,4,8,4,5,4,3,4,6,7,7,2,10,7,2,0.54
6,7,5,2,5,8,7,5,6,4,7,5,8,6,7,2,3,4,3,8,0.54
2,7,10,7,8,7,10,4,3,5,3,4,9,8,4,7,9,5,3,8,0.615
4,2,4,7,3,7,7,2,5,6,8,4,6,5,5,2,5,10,6,2,0.5
5,1,5,8,2,6,6,4,6,2,6,7,6,5,9,3,4,8,5,7,0.525
2,4,5,4,2,7,3,2,5,4,8,4,2,3,6,4,9,4,3,2,0.415
3,4,5,6,6,2,5,5,6,12,1,5,1,2,5,5,9,5,7,7,0.505
7,7,3,3,3,4,6,2,3,2,3,6,8,5,4,2,7,3,6,7,0.455
2,6,8,3,5,6,4,5,5,9,5,7,5,6,3,4,8,8,3,6,0.54
7,5,6,1,6,4,4,4,3,4,2,3,6,4,3,2,9,8,6,4,0.455
5,6,1,4,3,6,4,8,2,4,3,2,3,2,4,5,2,3,5,5,0.385
5,4,6,4,4,3,3,3,7,4,4,4,2,2,4,7,5,4,8,4,0.435
5,2,6,4,5,8,2,5,6,5,7,5,10,3,1,1,3,5,4,4,0.455
